type,subject,format,question,answer
toss-up,math,Multiple Choice,16) Math – Multiple Choice What is the degree of the polynomial 2x2 – x3 + 3x – 5? W) 0 X) 1 Y) 2 Z) 3,Z) 3
bonus,math,Short Answer,"16) Math – Short Answer What is the distance between the points (2, 5) and (6, 8)?",5
toss-up,math,Multiple Choice,21) Math – Multiple Choice An equilateral triangle has a perimeter of 18. What is the height of the triangle? W) 3 X) 3 times the square root of 2 Y) 3 times the square root of 3 Z) 6,Y) 3 TIMES THE SQUARE ROOT OF 3
bonus,math,Short Answer,"21) Math – Short Answer A sequence of 10 terms has the property that every term starting with the third is the sum of the previous two terms. If the ninth term is 110 and the seventh term is 42, what is the fifth term?","16
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,23) Energy – Short Answer What type of device uses external work to remove heat from a cold reservoir and release it into a hot reservoir?,"HEAT PUMP (ALSO ACCEPT: REFRIGERATOR, FREEZER, OR AIR CONDITIONER)"
bonus,energy,Short Answer,"23) Energy – Short Answer How much energy, to the nearest hundred Joules, is dissipated by a 5-watt fan running for 4 minutes?",1200
toss-up,math,Short Answer,2) Math – Short Answer Two to the 4th power divided by 2 to the 3rd power equals 2 to what power?,1st (ACCEPT: 1)
bonus,math,Multiple Choice,"2) Math – Multiple Choice Nick, Anna, and Sherry go on a vacation and agree to split the costs evenly. During the trip, Nick paid $105, Anna paid $125, and Sherry paid $175. In order to share the costs evenly, Nick gave Sherry x dollars and Anna gave Sherry y dollars. What is x + y? W) 20 X) 30 Y) 40 Z) 50",Y) 40
toss-up,energy,Multiple Choice,6) Earth and Space – Multiple Choice Which of the following is true about spiral galaxies? W) They emit mainly in the ultraviolet range of energy X) They are usually similar to our galaxy Y) They originate from supernova explosions Z) They typically contain a few thousand stars,X) THEY ARE USUALLY SIMILAR TO OUR GALAXY
toss-up,energy,Multiple Choice,8) Energy – Multiple Choice Approximately what percent of global energy production currently comes from renewable sources? W) 1% X) 5% Y) 16% Z) 20%,Y) 16%
bonus,energy,Short Answer,8) Energy – Short Answer What greenhouse gas is the simplest hydrocarbon?,METHANE
toss-up,math,Short Answer,"10) Math – Short Answer You spend a total of $21.43 at the store, but want to return an item with marked price $5.00. If the sales tax is 7%, how much will you receive back for the item?",$5.35
bonus,math,Short Answer,"10) Math – Short Answer From a 7-cup package, a cat eats 1 and 3/5 cups of food on Tuesday and 2¾ cups on Wednesday. How many cups are left in the package?",2 and 13/20 (ACCEPT: 2.65)
toss-up,math,Short Answer,16) Math – Short Answer The sum of two numbers is 16. Their difference is 2. What are the numbers?,"7, 9"
bonus,math,Short Answer,"16) Math – Short Answer Given that x represents a number for which the denominator is defined, simplify the following expression completely: the fraction with numerator x2 + 4x + 4 and denominator x2 – x – 6.",(x + 2)/(x – 3)
toss-up,energy,Short Answer,"17) Energy – Short Answer When creating electric current using steam, the electric generator is attached to what type of equipment that catches the steam to rotate the generator?",TURBINE
bonus,energy,Short Answer,17) Energy – Short Answer What type of alternative energy production relies on energy provided by the Moon rather than energy provided by the Sun?,"TIDAL (ACCEPT: TIDAL POWER, TIDAL ENERGY)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,18) Math – Short Answer Place the following 3 polyhedra in increasing order of the number of faces: 1) tetrahedron; 2) dodecahedron; 3) octahedron.,"1, 3, 2 (ACCEPT: TETRAHEDRON, OCTAHEDRON, DODECAHEDRON)"
bonus,math,Short Answer,"18) Math – Short Answer Triangle ABC is similar to Triangle DEF. If AB = 4, DE = 10, and EF = 15, what is the length of BC?",6
toss-up,energy,Multiple Choice,23) Energy – Multiple Choice Clean coal research is currently NOT focused on which of the following? W) Improving the purity of coal ore X) Increasing efficiency of power plants using coal Y) Capturing carbon generated when burning coal Z) Reusing carbon dioxide generated when burning coal,W) IMPROVING THE PURITY OF COAL ORE
bonus,energy,Multiple Choice,"23) Energy – Multiple Choice As an energy source, fuel cells have all of the following advantages over conventional sources except for which one? W) Virtually pollution free X) Operate very quietly Y) Highly efficient Z) Low cost",Z) LOW COST
toss-up,energy,Short Answer,5) Energy – Short Answer What are the two gases used to power the first generation fuel cell cars?,HYDROGEN AND OXYGEN
bonus,energy,Short Answer,"5) Energy – Short Answer To the nearest ten percent, what percent of the sun’s energy that hits the Earth is reflected back into space?","30
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,"6) Math – Multiple Choice What is the distance of the point (2, 3) from the origin? W) Square root of 5 X) Square root of 13 Y) 5 Z) 13",X) SQUARE ROOT OF 13
bonus,math,Short Answer,"6) Math – Short Answer Given the linear function f(x) = 3x + b, if f(-1) = 7, what is f(5)?",25
toss-up,energy,Multiple Choice,"8) Physical Science – Multiple Choice In a vacuum, all photons have the same: W) Speed X) Frequency Y) Wavelength Z) Energy",W) SPEED
bonus,energy,Short Answer,8) Physical Science – Short Answer What is the efficiency of an engine that consumes 7500 Joules of energy to load a box that requires 4500 Joules of work?,60%
toss-up,math,Short Answer,"10) Math – Short Answer A father's age is twice that of his son. Expressed as a fraction, what is the ratio of the son's age to the father's age?",1/2
bonus,math,Short Answer,"10) Math – Short Answer If x and y are positive, simplify the following expression: the fraction with numerator 4x5y–1 and denominator 3x–4y2.",(4x9)/(3y3)
toss-up,energy,Short Answer,"11) Energy – Short Answer Most gasoline in the United States is E10, meaning that 10% of its content is made up of what?",ETHANOL
bonus,energy,Multiple Choice,11) Energy – Multiple Choice Which of the following countries generates the highest percentage of its electricity by nuclear power? W) Japan X) France Y) United States Z) Russia,"X) FRANCE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,13) Math – Short Answer For what value of x does the graph of the function y = -5x + 15 cross the x- axis?,3
bonus,math,Short Answer,13) Math – Short Answer What two numbers have a sum of 36 and a product of 323?,"17 AND 19
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,18) Energy – Multiple Choice Which of the following materials yields the greatest percentage reduction in energy to manufacture when it is made from recycled material rather than from raw materials? W) Aluminum X) Glass Y) Newsprint Z) Plastics,W) ALUMINUM
bonus,energy,Short Answer,"18) Energy – Short Answer What is the term for the total energy used to manufacture a finished product, including the energy to extract raw materials from nature, plus the energy used in primary and secondary manufacturing activities?",EMBODIED ENERGY (ACCEPT: EMBEDDED ENERGY)
toss-up,math,Short Answer,20) Math – Short Answer In how many different orders can you play 5 songs once each?,120
bonus,math,Multiple Choice,20) Math – Multiple Choice Which of the following equations represents a line with slope of 7/5? W) 5x + 7y – 11 = 0 X) 7x = -5y – 12 Y) 7x – 5y = 14 Z) 7y/5 = x + 4,Y) 7x – 5y = 14
toss-up,math,Multiple Choice,"1) Math – Multiple Choice A pair of headphones originally priced at 80 dollars is on sale at 25% off. If the sales tax is 10%, what is the total price, in dollars, of these headphones? W) 45 X) 52 Y) 66 Z) 68",Y) 66
bonus,math,Short Answer,1) Math – Short Answer Simplify 3x2 times open parenthesis 2x – 8 + 5x3 close parenthesis minus open parenthesis 4x5 + 7x close parenthesis.,"11x5 + 6x3 – 24x2 – 7x
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,3) General Science – Short Answer What is the name of the heat energy trapped in the Earth’s interior?,GEOTHERMAL
toss-up,energy,Multiple Choice,"7) Energy – Multiple Choice In the United States, where does most of the hydropower production originate? W) Oceanic coastal regions X) Banks of the Mississippi river Y) Bases of mountain streams Z) Coasts of the Great Lakes",W) OCEANIC COASTAL REGIONS
bonus,energy,Multiple Choice,7) Energy – Multiple Choice Which of the following requires the greatest percentage of energy in a household? W) Lighting X) Refrigeration Y) Cooking Z) Heating,"Z) HEATING
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,9) Math – Short Answer Find the slope of the line with equation 4x + 5y = -10,-4/5
bonus,math,Short Answer,"9) Math – Short Answer What is the product of the mean, median, and mode of the following list of seven numbers: 1, 1, 2, 3, 5, 8, 13?","99/7 (ACCEPT: 14 1/7)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,14) Energy – Short Answer What commission in the US is responsible for licensing nuclear power plants and overseeing their construction and operation?,NUCLEAR REGULATORY COMMISSION (ACCEPT: NRC)
bonus,energy,Multiple Choice,14) Energy – Multiple Choice Barrages with built in sluices are used to harvest energy from what source? W) Wind X) Tides Y) Coal Z) Natural gas,X) TIDES
toss-up,math,Multiple Choice,17) Math – Multiple Choice Which of the following numbers is equivalent to 7–1? W) -7 X) -1/7 Y) 1/7 Z) 7,Y) 1/7
bonus,math,Short Answer,17) Math – Short Answer What is the slope of a line perpendicular to the line with equation 8y – 2x = 4?,"-4
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,19) Math – Short Answer Simplify the expression: negative 2t – open parenthesis 9 – 10t close parenthesis.,8t – 9
bonus,math,Short Answer,"19) Math – Short Answer On average, Shelley makes three free throws for every five that she attempts. If she attempts 30 free throws, how many is she expected to make?","18
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,23) Energy – Short Answer Order the following three sources of electricity generation from least to greatest in terms of percentage usage in the United States: 1) Natural gas; 2) Petroleum; 3) Nuclear.,"2, 3, 1"
bonus,energy,Short Answer,"23) Energy – Short Answer Place the following three choices in order as to the percentage of total energy usage in a typical US single family home, from highest to lowest: 1) Electronics; 2) Heating; 3) Appliances.","2, 3, 1"
toss-up,math,Short Answer,1) Math – Short Answer Evaluate the following expression: -19 minus the absolute value of -24.,-43
bonus,math,Multiple Choice,"1) Math – Multiple Choice Which of the following pizzas has the greatest total area: W) A rectangular pizza, 18 inches by 12 inches X) A square pizza, 15 inches by 15 inches Y) A circular pizza with 14-inch diameter Z) A circular pizza with 8-inch radius","X) A SQUARE PIZZA, 15 INCHES BY 15 INCHES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"2) Energy – Short Answer Because of its volcanic “hot spots,” the Pacific Rim is an important area for generation of what type of renewable energy?",GEOTHERMAL ENERGY
bonus,energy,Short Answer,"2) Energy – Short Answer In passive solar homes located in the United States, most of the windows face in what cardinal direction?",SOUTH
toss-up,math,Short Answer,"9) Math – Short Answer Given f inverse of x equals 5x, find f(x).",x/5
bonus,math,Multiple Choice,9) Math – Multiple Choice A triangle has two sides with lengths of 9 and 13. Which of the following choices is not a possible length for the missing side? W) 3 X) 5 Y) 20 Z) 21 ANSWER W) 3 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ TOSS-UP 10) Earth and Space – Multiple Choice Which of the following can form when calcium ions precipitate from solution? W) Calcite X) Acid rain Y) Carbonic acid Z) Chert,W) CALCITE
toss-up,energy,Short Answer,12) Energy – Short Answer “Eternal flames” that burned when the ground was ignited during lightning storms was an example of what resource seeping out of the ground?,NATURAL GAS (ACCEPT: METHANE)
bonus,energy,Short Answer,12) Energy – Short Answer What term refers to the total quantity of electricity a utility company has on hand at any given time?,CAPACITY
toss-up,math,Short Answer,"14) Math – Short Answer What is the volume of a cube, in cubic feet, if one edge is 4 inches long?",1/27
bonus,math,Multiple Choice,"14) Math – Multiple Choice A cell phone plan costs a fixed rate per month plus 5 cents per text message sent and 10 cents for every minute used over 100 hours. If Michelle sent 100 text messages, used 30.5 hours, and paid $25, how much is the fixed rate per month? W) $20 X) $22 Y) $24 Z) $26",W) $20
toss-up,energy,Short Answer,18) Energy – Short Answer The amount of oil obtained from a given well can be increased by pumping carbon dioxide gas into the well. What is this method called?,ENHANCED OIL RECOVERY (ACCEPT: TERTIARY PHASE RECOVERY)
bonus,energy,Short Answer,18) Energy – Short Answer The Haber process is used for the industrial production of what basic compound?,AMMONIA
toss-up,math,Short Answer,22) Math – Short Answer What percentage of $2000 is $400?,20
bonus,math,Short Answer,"22) Math – Short Answer What are the sum of the roots and the product of the roots, respectively, for the following quadratic equation: 2x2 + 6x – 5 = 0",SUM = –3; PRODUCT = –5/2
toss-up,math,Short Answer,2) Math – Short Answer Simplify the following expression: open parenthesis 2x2 close parenthesis squared.,4x4
bonus,math,Short Answer,"2) Math – Short Answer Identify all of the following three statements regarding quadratic equations with real coefficients that are universally true: 1) When the discriminant is zero, the roots are real; 2) When the discriminant is positive, the roots are equal; 3) When the discriminant is positive, the roots are imaginary.",1
