type,subject,format,question,answer
toss-up,biology,Multiple Choice,Robert Hooke coined the term ‘cell’ mostly because of: W) his observations of red blood cells X) his observations of cork cells Y) his analysis of hundreds of different protozoans Z) his readings of the works of other early microscopists,X) HIS OBSERVATIONS OF CORK CELLS
bonus,biology,Short Answer,Name all of the following 4 organisms that would be considered to have radial symmetry: flatworms; cestodes; Echinoderms; sea urchins,ECHINODERMS; SEA URCHINS
toss-up,chemistry,Multiple Choice,Which of the following properties BEST explains why small liquid water droplets on a clean sheet of glass often coalesce into larger spherical water droplets: W) tensile strength X) capillary action Y) surface tension Z) viscosity,Y) SURFACE TENSION
bonus,chemistry,Short Answer,Arrange the following 3 liquids in order of DECREASING surface tension at 20ºC: water; ethanol; mercury,MERCURY; WATER; ETHANOL
toss-up,physics,Multiple Choice,"For a given time interval, when is the average velocity of an object equal to the instantaneous velocity for every time in the interval: W) never X) always Y) only when the velocity is changing at a constant rate Z) only when the velocity is constant",Z) ONLY WHEN THE VELOCITY IS CONSTANT
bonus,physics,Multiple Choice,"In a tug-of-war, each person on a team pulls with an average force of 500 newtons. What is the tension in the center of the rope if there are 10-man teams on each side: W) 0 newtons X) 2,500 newtons Y) 5,000 newtons Z) 10,000 newtons","Y) 5,000 NEWTONS"
toss-up,math,Multiple Choice,"Which of the following numbers is evenly divisible by 4: W) 1,722 X) 2,636 Y) 4,114 Z) 6,126","X) 2,636
(Solution: 36, the last 2 digits, is a multiple of 4)"
bonus,math,Short Answer,"Rounded to the nearest centimeter, if side A of a right triangle measures 2 centimeters and side B measures 10 centimeters, what is the length of the hypotenuse?","10
(Solution: 22 + 102 = c2; c = 10.20 = 10)"
toss-up,earth science,Multiple Choice,Which of the following BEST describes Earth’s current climate type: W) glacial X) interglacial Y) pre-ice age Z) post-ice age,X) INTERGLACIAL
bonus,earth science,Multiple Choice,Which of the following is NOT true about volcanoes: W) stratovolcanoes are typically found at convergent plate boundaries X) 80% of all magma erupted by volcanoes on Earth is basaltic Y) Mount Kilimanjaro is a stratovolcano Z) the Ring of Fire is dominated by volcanoes that erupt basaltic magma,"Z) THE RING OF FIRE IS DOMINATED BY VOLCANOES THAT ERUPT
BASALTIC MAGMA"
toss-up,biology,Multiple Choice,The cloaca (read as: klo-AY-ka) is a reproductive structure of: W) female bird X) male shark Y) female cestode Z) male lobster,W) FEMALE BIRD
bonus,biology,Multiple Choice,Which of the following does NOT belong to the Arthropoda: W) Arachnida X) Diplopoda Y) Chilopoda Z) Nematoda,Z) NEMATODA
toss-up,chemistry,Short Answer,"The conversion of olein, a liquid oil, into stearin, a solid fat, by the addition of hydrogen in the presence of a catalyst and high heat is commonly known as what type of reaction?",HYDROGENATION
bonus,chemistry,Short Answer,How many parts per million of arsenic are in a 2-gram water sample if it contains 8.0 micrograms of arsenic?,"4
(Solution: 8 × 10-6g/2g = 4 × 10-6g = 4 ppm)"
toss-up,physics,Short Answer,What are typically given as the two parameters of a velocity vector?,MAGNITUDE AND DIRECTION (ACCEPT: SPEED FOR MAGNITUDE)
bonus,physics,Multiple Choice,Which of the following conditions must be true for Hooke’s law to apply: W) the spring must be within its proportional elastic limit X) the spring must me made of cold formed steel coils Y) the deflection of the spring must be less than one tenth the spring’s free length Z) the carbon content of the metal must be over 0.023 percent,W) THE SPRING MUST BE WITHIN ITS PROPORTIONAL ELASTIC LIMIT
toss-up,math,Short Answer,Boolean algebra involves ideas or subjects that have how many possible states?,2
bonus,math,Short Answer,"What is the least common denominator of the following 3 fractions: 2 7 7 , and 5 6 12",60
toss-up,earth science,Multiple Choice,The zone of aeration is BEST described as pores in rock or soil that contain: W) only water X) only oil Y) air and water Z) oil and water,Y) AIR AND WATER
bonus,earth science,Multiple Choice,Which of the following is a compressional elastic seismic wave that causes rock particles to move back and forth parallel to wave direction: W) Rayleigh-wave X) P-wave Y) S-wave Z) L-wave,X) P-WAVE
toss-up,biology,Multiple Choice,Which of the following is a function of the pollen tube in flowering plants: W) attaches pollen to the developing anther X) allows pollen to absorb nutrients as they develop in the anther Y) enables the ovule to breach through the micropyle Z) carries the sperm nuclei to the ovule,Z) CARRIES THE SPERM NUCLEI TO THE OVULE
bonus,biology,Short Answer,Most of the molecular oxygen in Earth’s atmosphere came from what biological process?,PHOTOSYNTHESIS
toss-up,chemistry,Short Answer,What simple alcohol is commercially produced by reacting carbon monoxide and hydrogen gas under pressure and heat and in the presence of a catalyst?,"METHANOL (ACCEPT: CH OH or METHYL ALCOHOL or WOOD ALCOHOL)
3
(Solution: CO + 2H à CH OH)
2 3"
bonus,chemistry,Short Answer,"In standard chemical nomenclature, what is the ground-state electron configuration for fluorine?",1s22s22p5 (ACCEPT: [He]2s22p5)
toss-up,physics,Short Answer,Which one of the following 5 colors of light has the LEAST angle of refraction in normal glass: blue; green; orange; yellow; red,RED
bonus,physics,Short Answer,"For a standing wave on a guitar string, the first overtone represents what harmonic?",SECOND
toss-up,math,Short Answer,"Simplify the following, giving your answer in simplest radical form: 9 x6 (read as: the ninth root of x to the sixth power)",3 x2
bonus,math,Short Answer,"Multiply the following, giving your answer in standard form and without 2 2 negative exponents or radicals: (a3 +b3)2 4 2 2 4",a3 +2a3b3 +b3
toss-up,earth science,Multiple Choice,Glacial till is: W) sorted and stratified X) sorted and unstratified Y) unsorted and stratified Z) unsorted and unstratified,Z) UNSORTED AND UNSTRATIFIED
bonus,earth science,Multiple Choice,In which period of the Geological Time Scale did trilobites first appear: W) Permian X) Cambrian Y) Devonian Z) Silurian,X) CAMBRIAN
toss-up,biology,Short Answer,What is the scientific name for the openings in the grasshopper body through which air enters?,SPIRACLES
bonus,biology,Short Answer,Name all of the following 4 cellular structures that are NOT typically found in diploid higher plant cells: centrioles; flagella; lysosomes; plasmodesmata,"CENTRIOLES; FLAGELLA; LYSOSOMES
(Solution: flagella are found in certain plants sperm cells; centrioles in some algae)"
toss-up,chemistry,Multiple Choice,Which of the following classifications of crystalline solids is NOT true: W) quartz is a covalent network solid X) calcium carbonate is an ionic solid Y) sucrose is a molecular solid Z) iron sulfide is a glassy solid,Z) IRON SULFIDE IS A GLASSY SOLID
bonus,chemistry,Short Answer,What is the empirical formula for the following: C H N O 18 33 6 3,"C H N O
6 11 2"
toss-up,physics,Short Answer,"At normal operating speed for a motor vehicle, how many times as much kinetic energy does a car have if its velocity is doubled?",4 TIMES
bonus,physics,Short Answer,"Relative to the floor, what is the gravitational potential energy, in joules, of a 25-newton bag of beans on a shelf 5 meters above the floor?","125
(Solution: PE = 25 N × 5 m = 125 J)"
toss-up,biology,Short Answer,Organisms that have radial symmetry and belong to the Radiata typically have how many germ layers?,2
bonus,biology,Short Answer,Name all of the following 5 animal groups that are NOT echinoderms: sea urchins; sand dollars; tunicates; rotifers; brittle stars,TUNICATES; ROTIFERS
toss-up,biology,Short Answer,"Recently, the number of American bee colonies has been seriously diminished due to sudden, massive, unexplained die-offs. The agent of this epidemic has not yet been conclusively identified. What is the name of this disease?",COLONY COLLAPSE DISORDER (ACCEPT: CCD)
bonus,biology,Multiple Choice,"While hiking in Arizona, you come over a rise, hear a rattling sound and see a western diamondback rattlesnake coiled and ready to strike. Indicate which of the following physiological responses would NOT occur in you? W) Gluconeogenesis would occur in the liver X) Blood vessels in the gut and skin would constrict Y) Heart rate and blood pressure would increase Z) Adipose tissue would release fatty acids to the blood stream",W) GLUCONEOGENESIS WOULD OCCUR IN THE LIVER
toss-up,physics,Multiple Choice,"Which of the following best describes why arches and domes are more stable than flat roofed structures? W) They transmit compressive forces along their length to the ground, uniformly bearing the load of gravity upon the structure X) Each section is under great tension, using the stronger dimension of the components Y) Torsional resistance to sideways swaying ensures that such structures are stable, even in high winds Z) The surface tension of the arched shape allows the building components to be hollowed out, saving weight","W) THEY TRANSMIT COMPRESSIVE FORCES ALONG THEIR LENGTH TO THE
GROUND, UNIFORMLY BEARING THE LOAD OF GRAVITY UPON THE STRUCTURE"
bonus,physics,Short Answer,"Given a piece of glass with an index refraction of 2, what is the optimal index of refraction, to one decimal place, for an antireflection coating?",1.4
toss-up,chemistry,Short Answer,"Providing your answer as a decimal, what is the bond order for the oxygen-oxygen bonds in ozone?",1.5
bonus,chemistry,Short Answer,Which of the following is the local VSEPR geometry of a triply- bonded alkyne carbon? W) Tetrahedral X) Trigonal planar Y) Linear Z) Bent,Y) LINEAR
toss-up,math,Short Answer,"If b c [log base b of 5 equals c], then what does b c[b to the power of 4 c] equal? 4 log (5) =",625
bonus,math,Short Answer,"The three sides of a triangle are 5 centimeters, 6 centimeters, and 8 centimeters. What is the cosine of the smallest angle in reduced fractional form?",25/32
toss-up,energy,Short Answer,"Gasoline is sold as “unleaded gas,” which is a misnomer because gasoline does not naturally contain lead. Lead was added to gasoline from the 1940s to 1980s. What was the reason for adding lead to gasoline?","STOP ENGINE KNOCK (ACCEPT: KNOCKING, AUTOIGNITION, INCREASE
OCTANE RATING)"
bonus,energy,Short Answer,"Given g as 10 meters per second squared, how much power in megawatts can a perfectly efficient dam 100 meters high produce if 2000 kilograms of water pass through its turbines every second?",2
toss-up,biology,Multiple Choice,Horseshoe crabs are most closely related to which of the following organisms? W) Spiders X) Millipedes Y) Centipedes Z) Insects,W) SPIDERS
bonus,biology,Multiple Choice,"Cloning a gene into a plasmid often requires you to amplify the target DNA sequence, then digest and paste the target sequence into the plasmid. Several purified enzymes are important in this process. Which of the following enzymes would act LAST in the cloning process? W) Polymerase [POL-uh-muh-rays] X) Ligase [LY-gays] Y) Exonuclease [eks-uh-NOO-klee-ays] Z) Restriction endonuclease [en-duh-NOO-klee-ays]",X) LIGASE
toss-up,physics,Multiple Choice,"A nubbin-on-a-spring keeps a door from hitting the wall. If the nubbin is flicked, such that the nubbin passes its rest point more than once before coming to rest, which of the following is true? W) It is undamped X) It is underdamped Y) It is criticially damped Z) It is overdamped",X) IT IS UNDERDAMPED
bonus,physics,Short Answer,A potential of 10 volts is applied to a parallel plate capacitor with capacitance of 1 microfarad and a plate separation of 10 micrometers. What is the electrical force in newtons between the plates?,10
toss-up,chemistry,Multiple Choice,Which of the following is NOT an aliphatic hydrocarbon? W) Benzene X) Propane Y) Cyclopropane Z) Cyclopentene,W) BENZENE
bonus,chemistry,Short Answer,"Determine the entropy, in calories per mole Kelvin, of a system that is at 27° Celsius and which has undergone a 1500 calorie per mole decrease in Gibbs free energy accompanied by a negligible change in enthalpy.",-5
toss-up,math,Multiple Choice,Which of the following is [the limit as x approaches 0 of the absolute value of x over x]? W) X) Y) - 1 Z) T0he limit does not exist 1,Z) THE LIMIT DOES NOT EXIST
bonus,math,Short Answer,"A square has a side of 8 millimeters. Providing your answer in terms of π and in square millimeters, what is the difference between the areas of its circumscribed circle and its inscribed circle?",16π
toss-up,energy,Multiple Choice,OTEC is which of the following? W) A method of producing hydrogen gas using solar energy X) A form of tidal energy that harnesses the ebb and flow of ocean water Y) An organization of oil-rich countries Z) A method of energy generation from the thermal gradient of ocean waters,"Z) A METHOD OF ENERGY GENERATION FROM THE THERMAL GRADIENT OF
OCEAN WATERS"
